100 100
2
100
6
18 90
1;1;1;1M;1;1;1;1;1M;1;1M;1;1;1;1;1;1;1;1;1;1;1;1M;1M;1;1M;1;1;1;1;1;1;1;1;1M;1M;1;1M;1;1;1;1;1;1;1;1;1;1M;1;1;1;1;1;1;1M;1M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1M;1;1M;1;1P;1M;1M;1;1;1;1;1M;1;1;1;1;1;1;1;1M;1P;1M;1;1;1;1M;1;1;1;1M;1;1;1M;1M;1;1;1;1P;1;1;1;1P;1;1MP;1M;1;1;1;1;1M;1M;1;1;1;1M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1M;1;1;1;1;1;1;1;1;1M;1;1;1;1;1;1;1M;1M;1M;1;1;1;1M;1;1M;1;1;1;1;1;1;1;1M;1;1;1;1;1M;1M;1M;1;1P;1M;1;1;1P;1M;1;1M;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;1;1M;1;1M;1;1;1;1;1;1M;1;1;1M;1;1;1M;1;1;1;1;1;1M;1M;1;1M;1;1;1;1;1;1M;1;1M;1M;1M;1;1;1;1;1;1M;1;1;1M;1;1M;1;1M;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1M;1;1;1;1;1M;1;1;1;1;1M;1;1;1MP;1;1;1;1;1;1;1;1;1;1;1;1;1M;1;1;1;1;1M;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1P;1;1MP;1P;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;1M;1;1;1M;1;1;1;1;1M;1;1;1;1;1;1M;1;1;1;1P;1M;1;1;1;1;1;1;1P;1;1;1;1;1;1M;1M;1;1;1M;1;1M;1;1;1;1;1;1;1;1;1P;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1M;1;1M;1;1;1;1;1M;1;1;1;1M;1M;1M;1;1;1M;1;1M;1;1M;1;1;1;1;1;1;1M;1;1;1;1;1;1;1;1M;1;1;1;1P;1;1;1;1;1;1;1;1P;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;1;1;1;1M;1M;1;1;1;1M;1;1;1;1;1;1;1;1;1M;1;1;1M;1M;1;1;1;1;1;1;1;1;1;1M;1;1M;1;1;1;1;1MP;1;1;1;1;1;1M;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1MP;1;1;1P;1;1;1P;1;1;1M;1;1;1M;1;1M;1P;1;1;1;1;1;1M;1;1;1M;1;1M;1;1M;1;1;1;1;1P;1;1P;1P;1M;1;1;1;1M;1;1;1;1;1M;1;1M;1;1;1;1;1M;1M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1;1;1;1;1MP;1;1M;1;1;1;1;1M;1;1M;1;1M;1;1M;1;1;1;1;1;1M;1;1;1;1;1;1;1;1;1M;1MP;1;1P;1M;1;1;1;1;1;1;1;1;1M;1;1;1;1M;1;1M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
