64 64
2
64
8
48 53
0;0;0;0;0;0;0;0;0;0;0;2;2;2M;2;2M;2M;2;2;2M;3;3;3;3M;3;3M;3;3;3;3;3;3;3;3;3;3;3;3M;3;3;3;3P;3;3;3;3;3;3;3;3;2;2M;2;2;2M;2;2;2M;2;2;2;2M;7P;7M
0;0;0;0;0;0;0;0;0;0;0;2;2;2M;2M;2;2;2M;2;2;3;3;3M;3M;3;3;3;3M;3;3;3;3P;3M;3;3;3;3;3;3M;3;3;3;3;3;3;3;3;3M;3;3;2;2;2;2;2;2;2M;2;2;2P;2;2;7;7
0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2M;2;2M;2;2;3;3;3;3;3;3;3;3M;3;3;3;3P;3;3;3;3;3M;3;3;3;3P;3;3;3;3M;3;3;3;3;3;2;2;2;2;2;2M;2;2;2;2;2M;2M;2;1
0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2M;2;3P;3M;3;3;3M;3;3;3;3;3M;3P;3;3M;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3M;3P;3M;2M;2;2;2;2;2;2;2;2;2;2;2;2;1P
0;0;0;0;0;0;0;0;0;0;0;2;2;2;2M;2;2;2;2;2;3;3;3;3;3;3MP;3;3M;3;3;3;3M;3;3;3;3;3;3;3P;3;3M;3;3;3M;3;3M;3;3;3;3M;2M;2;2;2;2;2;2;2;2M;2;2;2M;2;1
0;0;0;0;0;0;0;0;0;0;0;2;2;2M;2;2;2;2;2M;2;3;3;3;3;3;3;3M;3;3M;3M;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3P;3;3M;3;3M;2;2;2;2;2;2;2M;2;2;2M;2;2M;2;1
0;0;0;0;0;0;0;0;0;0;0;2;2;2;2MP;2;2;2;2;2;3;3;3M;3;3;3;3;3;3P;3;3;3;3;3M;3M;3;3;3M;3;3;3;3;3;3P;3;3;3;3P;3;3;2;2;2;2;2;2M;2M;2;2;2M;2;2M;2;1M
0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;3;3;3;3;3M;3;3M;3;3;3;3;3P;3;3M;3;3;3M;3;3M;3;3M;3M;3P;3;3;3;3M;3;3;3;2;2;2;2;2;2;2;2M;2;2;2M;2;2;1M
0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;3;3P;3;3;3M;3;3MP;3;3P;3;3;3;3;3;3;3M;3;3;3M;3;3M;3;3;3;3;3M;3;3;3;3;2;2;2M;2;2;2;2M;2M;2;2;2M;2M;2M;1P
0;0;0;0;0;0;0;0;0;0;0;2;2;2;2M;2M;2;2;2;2M;3;3;3;3;3;3;3;3P;3;3M;3M;3P;3;3;3;3M;3;3P;3;3;3;3M;3;3MP;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2M;2;2M;2;2M;1
0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2M;2;3;3;3;3;3;3P;3;3;3;3M;3M;3;3;3;3M;3;3;3M;3;3M;3MP;3;3M;3;3;3M;3;3M;3;3;2;2;2;2;2;2;2M;2;2;2;2M;2;2;1
0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;3;3;3;3M;3;3;3;3;3;3;3;3;3;3;3;3;3M;3;3;3;3;3M;3;3M;3;3M;3;3;3;3P;2;2;2;2;2;2M;2;2M;2;2;2;2M;2;1
0;0;0;0;0;0;0;0;0;0;0;2;2;2M;2;2;2;2;2;2;3;3M;3P;3;3M;3;3;3;3;3;3;3;3;3;3M;3;3M;3M;3;3;3M;3M;3M;3;3;3M;3P;3;3;3;2;2;2;2;2;2MP;2;2;2M;2;2M;2;2;1
0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2M;2;2M;2;2;3M;3;3;3;3;3P;3;3P;3M;3;3MP;3M;3;3;3;3M;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2M;2;2M;2M;2;2;1
0;0;0;0;0;0;0;0;0;0;0;2;2M;2;2P;2;2M;2;2;2;3;3;3;3;3;3;3;3P;3;3;3;3P;3;3;3;3;3;3;3M;3;3;3;3;3;3;3;3;3M;3;3;2M;2;2;2;2;2;2;2P;2M;2;2;2M;2P;1
0;0;0;0;0;0;0;0;0;0;0;2;2;2;2P;2;2M;2;2;2;3;3;3P;3M;3;3;3;3;3M;3;3;3;3;3;3;3M;3;3;3;3;3;3;3;3M;3;3;3;3;3M;3M;2;2;2;2;2;2M;2;2M;2;2M;2;2P;2;1
0;0;0;0;0;0;0;0;0;0;0;2M;2;2;2;2;2;2M;2;2;3;3;3;3;3;3;3MP;3;3;3M;3;3;3;3;3;3;3;3;3M;3;3M;3M;3M;3;3;3M;3P;3M;3;3;2;2;2;2M;2;2;2;2;2;2MP;2M;2;2;1M
0;0;0;0;0;0;0;0;0;0;0;2M;2M;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3M;3;3P;3;3P;3;3;3;3;3M;3;3;3;3;3M;3M;3M;3;2;2;2;2;2;2;2;2;2;2;2;2;2P;1M
